work_order,asset_id,equipment_tag,description,priority,status,created_date,due_date,completed_date,technician,plant_unit,system,maintenance_type,cost_estimate,parts_required,downtime_hours,failure_mode
WO-2025-004062,OT0869,TANK_FARM-306D,Safety valve testing,Critical,On_Hold,2025-09-06,2025-10-08,,Tech_42,TANK_FARM,Static_Equipment,Predictive,30330,No,4,Vibration
WO-2025-004063,OT1840,ALKYL-407X,Control valve maintenance,Low,Completed,2025-09-15,2025-10-13,2025-09-17,Tech_43,ALKYL,Rotating_Equipment,Inspection,40343,No,9,Corrosion
WO-2025-004064,OT2241,FCC-324R,Replace mechanical seal,High,Completed,2025-08-30,2025-10-09,2025-09-23,Tech_37,FCC,Instrumentation,Corrective,32241,Yes,47,Fatigue
WO-2025-004065,OT1421,HDS-514H,Piping integrity check,Low,Completed,2025-09-02,2025-10-19,2025-09-22,Tech_50,HDS,Civil_Structural,Emergency,5260,No,2,Seal_Failure
WO-2025-004066,OT2367,FCC-775E,Compressor overhaul,High,Open,2025-09-14,2025-09-25,,Tech_14,FCC,Safety_Systems,Inspection,23558,No,19,Fatigue
WO-2025-004067,OT1932,TANK_FARM-733T,Compressor overhaul,Critical,Cancelled,2025-09-06,2025-10-10,,Tech_30,TANK_FARM,Civil_Structural,Inspection,23599,Yes,10,Seal_Failure
WO-2025-004068,OT0557,FCC-622Q,Replace mechanical seal,Medium,Completed,2025-09-07,2025-10-16,2025-09-18,Tech_5,FCC,Civil_Structural,Corrective,10056,Yes,46,Corrosion
WO-2025-004069,OT0407,UTILITIES-1008U,Safety valve testing,Medium,In_Progress,2025-09-10,2025-11-19,,Tech_36,UTILITIES,Static_Equipment,Emergency,10114,Yes,4,Electrical_Fault
WO-2025-004070,OT1012,CDU-131R,Electrical panel inspection,High,On_Hold,2025-09-11,2025-09-27,,Tech_11,CDU,Static_Equipment,Preventive,13778,No,37,Electrical_Fault
WO-2025-004071,OT0368,FCC-320D,Valve actuator repair,Critical,Completed,2025-09-21,2025-11-06,2025-09-19,Tech_24,FCC,Static_Equipment,Inspection,50158,No,26,Corrosion
WO-2025-004072,OT1566,TANK_FARM-743G,Electrical panel inspection,Medium,Open,2025-09-04,2025-10-19,,Tech_4,TANK_FARM,Piping,Predictive,26772,No,39,Bearing_Failure
WO-2025-004073,OT1346,FCC-114F,Calibrate pressure transmitter,Low,Cancelled,2025-09-08,2025-10-26,,Tech_21,FCC,Safety_Systems,Emergency,10813,No,2,Wear
WO-2025-004074,OT2010,HDS-772K,Compressor overhaul,Critical,Completed,2025-08-28,2025-11-04,2025-09-21,Tech_26,HDS,Civil_Structural,Predictive,16815,Yes,21,Calibration_Drift
WO-2025-004075,OT1282,CDU-806X,Safety valve testing,Low,Cancelled,2025-09-10,2025-11-16,,Tech_8,CDU,Civil_Structural,Inspection,15556,No,29,Vibration
WO-2025-004076,OT2211,CDU-197Z,Heat exchanger cleaning,Critical,Open,2025-08-27,2025-11-08,,Tech_43,CDU,Piping,Predictive,11784,Yes,39,Electrical_Fault
WO-2025-004077,OT0164,ALKYL-614N,Calibrate pressure transmitter,Low,Cancelled,2025-09-22,2025-10-11,,Tech_23,ALKYL,Rotating_Equipment,Emergency,48376,No,28,Bearing_Failure
WO-2025-004078,OT0782,TANK_FARM-451U,Safety valve testing,Medium,Open,2025-08-31,2025-10-27,,Tech_28,TANK_FARM,Safety_Systems,Corrective,3480,No,35,Seal_Failure
WO-2025-004079,OT0866,CCR-412P,Heat exchanger cleaning,Low,Cancelled,2025-09-02,2025-11-10,,Tech_50,CCR,Electrical,Preventive,38973,Yes,35,Bearing_Failure
WO-2025-004080,OT1060,ALKYL-1009D,Control valve maintenance,Low,Open,2025-09-04,2025-11-18,,Tech_21,ALKYL,Rotating_Equipment,Corrective,2054,No,1,Bearing_Failure
WO-2025-004081,OT0087,ALKYL-603K,Piping integrity check,Low,Open,2025-09-14,2025-11-04,,Tech_14,ALKYL,Safety_Systems,Inspection,7445,No,3,Bearing_Failure
WO-2025-004082,OT1056,CCR-318G,Heat exchanger cleaning,High,On_Hold,2025-09-23,2025-10-24,,Tech_43,CCR,Civil_Structural,Predictive,17975,No,15,Calibration_Drift
WO-2025-004083,OT2116,ALKYL-915F,Electrical panel inspection,Critical,In_Progress,2025-08-26,2025-10-26,,Tech_27,ALKYL,Static_Equipment,Corrective,27522,Yes,38,Seal_Failure
WO-2025-004084,OT1455,HDS-600B,Valve actuator repair,Low,In_Progress,2025-08-26,2025-11-14,,Tech_15,HDS,Electrical,Inspection,42605,No,36,Vibration
WO-2025-004085,OT0991,FCC-122R,Control valve maintenance,Medium,Cancelled,2025-09-03,2025-11-05,,Tech_37,FCC,Civil_Structural,Shutdown,40286,Yes,37,Electrical_Fault
WO-2025-004086,OT1417,FCC-309O,Heat exchanger cleaning,Critical,Cancelled,2025-09-07,2025-10-16,,Tech_26,FCC,Instrumentation,Shutdown,12135,No,37,Bearing_Failure
WO-2025-004087,OT1415,ALKYL-953O,Control valve maintenance,Medium,Open,2025-09-06,2025-09-25,,Tech_8,ALKYL,Civil_Structural,Inspection,18473,Yes,36,Electrical_Fault
WO-2025-004088,OT1305,UTILITIES-979C,Piping integrity check,Medium,Open,2025-09-17,2025-11-02,,Tech_17,UTILITIES,Static_Equipment,Emergency,30633,Yes,14,Fatigue
WO-2025-004089,OT1636,ALKYL-1020J,Control valve maintenance,Medium,On_Hold,2025-09-19,2025-11-09,,Tech_1,ALKYL,Instrumentation,Inspection,28908,No,19,Seal_Failure
WO-2025-004090,OT0620,CDU-991J,Safety valve testing,Critical,Completed,2025-09-09,2025-10-13,2025-09-18,Tech_17,CDU,Electrical,Shutdown,47874,Yes,19,Overheating
WO-2025-004091,OT2450,TANK_FARM-885B,Calibrate pressure transmitter,High,Completed,2025-08-28,2025-10-11,2025-09-17,Tech_21,TANK_FARM,Rotating_Equipment,Preventive,48392,Yes,22,Fatigue
WO-2025-004092,OT2154,CDU-461J,Compressor overhaul,Medium,Open,2025-09-20,2025-11-03,,Tech_43,CDU,Civil_Structural,Corrective,28414,No,22,Wear
WO-2025-004093,OT0753,CCR-658R,Electrical panel inspection,Critical,Cancelled,2025-08-31,2025-10-31,,Tech_29,CCR,Safety_Systems,Emergency,1147,Yes,33,Overheating
WO-2025-004094,OT1670,UTILITIES-822V,Analyzer calibration,Medium,Cancelled,2025-09-23,2025-09-30,,Tech_23,UTILITIES,Electrical,Inspection,7143,No,43,Electrical_Fault
WO-2025-004095,OT0017,FCC-986Y,Electrical panel inspection,Critical,Open,2025-09-18,2025-11-19,,Tech_12,FCC,Safety_Systems,Emergency,32361,No,2,Vibration
WO-2025-004096,OT2040,TANK_FARM-129R,Motor bearing replacement,Low,Open,2025-09-05,2025-11-04,,Tech_35,TANK_FARM,Safety_Systems,Preventive,30049,No,47,Calibration_Drift
WO-2025-004097,OT0210,HDS-975Q,Piping integrity check,High,Open,2025-09-03,2025-11-11,,Tech_25,HDS,Electrical,Shutdown,39197,Yes,20,Overheating
WO-2025-004098,OT1102,UTILITIES-500A,Safety valve testing,Low,Cancelled,2025-09-03,2025-10-24,,Tech_30,UTILITIES,Civil_Structural,Inspection,7021,No,27,Electrical_Fault
WO-2025-004099,OT1457,CDU-812U,Valve actuator repair,Low,Completed,2025-09-09,2025-10-21,2025-09-20,Tech_25,CDU,Safety_Systems,Preventive,5049,Yes,13,Vibration
WO-2025-004100,OT1562,TANK_FARM-806Z,Calibrate pressure transmitter,High,Open,2025-09-02,2025-09-29,,Tech_32,TANK_FARM,Rotating_Equipment,Preventive,31881,Yes,2,Corrosion
WO-2025-004101,OT1719,CDU-439M,Heat exchanger cleaning,Low,Cancelled,2025-09-20,2025-11-08,,Tech_32,CDU,Rotating_Equipment,Predictive,10018,Yes,12,Calibration_Drift
WO-2025-004102,OT2260,ALKYL-101R,Heat exchanger cleaning,High,Cancelled,2025-08-31,2025-10-29,,Tech_33,ALKYL,Static_Equipment,Shutdown,17701,No,41,Calibration_Drift
WO-2025-004103,OT0490,TANK_FARM-304I,Analyzer calibration,Critical,On_Hold,2025-09-21,2025-10-24,,Tech_34,TANK_FARM,Safety_Systems,Preventive,15056,Yes,44,Electrical_Fault
WO-2025-004104,OT1572,CCR-189G,Analyzer calibration,High,Completed,2025-08-27,2025-09-29,2025-09-21,Tech_49,CCR,Instrumentation,Emergency,38466,No,14,Bearing_Failure
WO-2025-004105,OT1505,HDS-279V,Valve actuator repair,Medium,Open,2025-09-12,2025-10-23,,Tech_20,HDS,Civil_Structural,Predictive,27587,No,26,Bearing_Failure
WO-2025-004106,OT0452,FCC-417O,Heat exchanger cleaning,Medium,In_Progress,2025-08-27,2025-10-07,,Tech_24,FCC,Instrumentation,Inspection,40787,Yes,30,Fatigue
WO-2025-004107,OT0770,UTILITIES-851F,Control valve maintenance,Low,Cancelled,2025-09-11,2025-10-07,,Tech_41,UTILITIES,Piping,Predictive,7808,Yes,38,Corrosion
WO-2025-004108,OT0803,CDU-792V,Safety valve testing,High,Open,2025-09-23,2025-10-05,,Tech_26,CDU,Safety_Systems,Emergency,43663,No,24,Electrical_Fault
WO-2025-004109,OT1126,TANK_FARM-160F,Motor bearing replacement,High,In_Progress,2025-09-02,2025-11-13,,Tech_31,TANK_FARM,Civil_Structural,Emergency,37670,No,42,Electrical_Fault
WO-2025-004110,OT0205,FCC-503B,Analyzer calibration,High,In_Progress,2025-09-21,2025-11-20,,Tech_26,FCC,Safety_Systems,Emergency,50649,No,46,Calibration_Drift
WO-2025-004111,OT0268,CDU-948E,Compressor overhaul,Medium,Cancelled,2025-09-16,2025-10-30,,Tech_7,CDU,Instrumentation,Shutdown,44106,Yes,44,Electrical_Fault
WO-2025-004112,OT0291,FCC-200K,Valve actuator repair,Low,Open,2025-09-09,2025-10-17,,Tech_35,FCC,Static_Equipment,Predictive,28971,Yes,1,Seal_Failure
WO-2025-004113,OT2191,ALKYL-731X,Heat exchanger cleaning,High,Cancelled,2025-09-16,2025-11-19,,Tech_50,ALKYL,Instrumentation,Preventive,19833,Yes,46,Corrosion
WO-2025-004114,OT1429,ALKYL-323D,Safety valve testing,Medium,Cancelled,2025-09-16,2025-11-11,,Tech_21,ALKYL,Rotating_Equipment,Emergency,33915,No,38,Fatigue
WO-2025-004115,OT1920,UTILITIES-1025I,Electrical panel inspection,Medium,Cancelled,2025-09-16,2025-10-12,,Tech_23,UTILITIES,Instrumentation,Inspection,25394,Yes,11,Seal_Failure
WO-2025-004116,OT1022,TANK_FARM-484T,Compressor overhaul,Low,Cancelled,2025-09-19,2025-11-09,,Tech_23,TANK_FARM,Instrumentation,Emergency,16625,Yes,39,Vibration
WO-2025-004117,OT1116,CDU-732C,Valve actuator repair,Critical,Completed,2025-09-23,2025-10-18,2025-09-21,Tech_48,CDU,Civil_Structural,Emergency,9450,Yes,31,Wear
WO-2025-004118,OT1396,CDU-337J,Motor bearing replacement,Critical,Completed,2025-09-21,2025-10-09,2025-09-19,Tech_37,CDU,Piping,Corrective,20957,Yes,21,Corrosion
WO-2025-004119,OT1388,TANK_FARM-726R,Electrical panel inspection,High,Cancelled,2025-09-02,2025-10-19,,Tech_17,TANK_FARM,Piping,Preventive,36362,No,14,Wear
WO-2025-004120,OT1386,CDU-447T,Replace mechanical seal,Low,Cancelled,2025-09-20,2025-10-28,,Tech_24,CDU,Static_Equipment,Predictive,29231,Yes,34,Bearing_Failure
WO-2025-004121,OT0446,TANK_FARM-755H,Calibrate pressure transmitter,High,In_Progress,2025-09-18,2025-11-18,,Tech_19,TANK_FARM,Static_Equipment,Emergency,31855,No,26,Vibration
WO-2025-004122,OT2240,UTILITIES-578I,Pump impeller inspection,High,Completed,2025-09-09,2025-10-19,2025-09-17,Tech_2,UTILITIES,Piping,Corrective,22005,No,24,Fatigue
WO-2025-004123,OT0025,UTILITIES-120Y,Analyzer calibration,Low,Completed,2025-09-20,2025-11-07,2025-09-19,Tech_47,UTILITIES,Piping,Preventive,37363,No,36,Seal_Failure
WO-2025-004124,OT2458,ALKYL-632V,Control valve maintenance,Critical,In_Progress,2025-09-16,2025-10-11,,Tech_2,ALKYL,Civil_Structural,Shutdown,18651,No,27,Corrosion
WO-2025-004125,OT0718,TANK_FARM-462D,Heat exchanger cleaning,High,Completed,2025-09-15,2025-10-23,2025-09-22,Tech_27,TANK_FARM,Static_Equipment,Shutdown,30173,No,18,Corrosion
WO-2025-004126,OT0302,CCR-351R,Calibrate pressure transmitter,Critical,In_Progress,2025-09-05,2025-11-06,,Tech_40,CCR,Static_Equipment,Shutdown,29585,No,45,Bearing_Failure
WO-2025-004127,OT1469,HDS-840V,Analyzer calibration,Low,Completed,2025-08-29,2025-11-18,2025-09-19,Tech_41,HDS,Safety_Systems,Shutdown,10522,No,20,Calibration_Drift
WO-2025-004128,OT2276,HDS-429W,Compressor overhaul,High,Completed,2025-09-12,2025-10-04,2025-09-20,Tech_28,HDS,Static_Equipment,Corrective,2594,No,35,Electrical_Fault
WO-2025-004129,OT1521,CDU-294Z,Analyzer calibration,Medium,Open,2025-08-30,2025-10-20,,Tech_36,CDU,Static_Equipment,Predictive,22128,Yes,22,Fatigue
WO-2025-004130,OT1763,HDS-966C,Compressor overhaul,Low,Cancelled,2025-09-12,2025-11-04,,Tech_32,HDS,Instrumentation,Emergency,23972,Yes,29,Calibration_Drift
WO-2025-004131,OT1744,FCC-666X,Analyzer calibration,Medium,Completed,2025-09-16,2025-09-24,2025-09-23,Tech_23,FCC,Civil_Structural,Corrective,24782,No,36,Calibration_Drift
WO-2025-004132,OT1713,CDU-415J,Replace mechanical seal,Critical,Cancelled,2025-09-18,2025-10-07,,Tech_47,CDU,Instrumentation,Corrective,26328,No,47,Corrosion
WO-2025-004133,OT0125,HDS-131O,Replace mechanical seal,High,On_Hold,2025-09-16,2025-09-26,,Tech_40,HDS,Civil_Structural,Emergency,22799,No,11,Fatigue
WO-2025-004134,OT0342,FCC-684Q,Analyzer calibration,Critical,In_Progress,2025-08-31,2025-10-04,,Tech_41,FCC,Electrical,Preventive,9691,No,35,Overheating
WO-2025-004135,OT1227,CDU-256G,Pump impeller inspection,Medium,Completed,2025-09-09,2025-10-12,2025-09-20,Tech_13,CDU,Electrical,Inspection,11652,No,6,Corrosion
WO-2025-004136,OT0204,FCC-719K,Pump impeller inspection,High,Cancelled,2025-09-17,2025-09-24,,Tech_6,FCC,Instrumentation,Corrective,45011,Yes,46,Corrosion
WO-2025-004137,OT1827,TANK_FARM-1097X,Calibrate pressure transmitter,Critical,Completed,2025-09-19,2025-11-17,2025-09-19,Tech_29,TANK_FARM,Civil_Structural,Corrective,36868,Yes,21,Bearing_Failure
WO-2025-004138,OT1175,TANK_FARM-474D,Piping integrity check,High,Open,2025-08-26,2025-11-11,,Tech_14,TANK_FARM,Static_Equipment,Shutdown,46445,Yes,19,Electrical_Fault
WO-2025-004139,OT1346,TANK_FARM-464G,Pump impeller inspection,Low,Open,2025-09-12,2025-10-31,,Tech_13,TANK_FARM,Instrumentation,Emergency,28032,Yes,24,Electrical_Fault
WO-2025-004140,OT0162,CCR-550S,Valve actuator repair,Medium,Open,2025-09-23,2025-10-12,,Tech_26,CCR,Piping,Inspection,13456,No,27,Fatigue
WO-2025-004141,OT1351,HDS-1081M,Valve actuator repair,High,Open,2025-09-20,2025-10-12,,Tech_3,HDS,Electrical,Corrective,36137,No,18,Vibration
WO-2025-004142,OT1137,HDS-955R,Pump impeller inspection,Critical,In_Progress,2025-09-18,2025-10-17,,Tech_36,HDS,Instrumentation,Emergency,2046,No,23,Electrical_Fault
WO-2025-004143,OT1658,HDS-413F,Control valve maintenance,Medium,On_Hold,2025-09-07,2025-09-27,,Tech_48,HDS,Instrumentation,Shutdown,28192,Yes,47,Overheating
WO-2025-004144,OT0178,ALKYL-608D,Electrical panel inspection,Low,Completed,2025-09-20,2025-10-14,2025-09-23,Tech_45,ALKYL,Safety_Systems,Shutdown,16650,No,36,Bearing_Failure
WO-2025-004145,OT1135,ALKYL-825N,Analyzer calibration,Critical,In_Progress,2025-09-14,2025-09-28,,Tech_13,ALKYL,Civil_Structural,Preventive,41395,No,15,Fatigue
WO-2025-004146,OT1610,CCR-902Q,Pump impeller inspection,Medium,Open,2025-08-30,2025-11-08,,Tech_35,CCR,Rotating_Equipment,Shutdown,21095,No,19,Corrosion
WO-2025-004147,OT0345,CDU-1048Q,Valve actuator repair,High,In_Progress,2025-09-13,2025-10-19,,Tech_37,CDU,Piping,Inspection,28674,Yes,29,Bearing_Failure
WO-2025-004148,OT0971,TANK_FARM-1014Z,Pump impeller inspection,High,Open,2025-08-29,2025-11-09,,Tech_39,TANK_FARM,Static_Equipment,Inspection,35635,No,24,Electrical_Fault
WO-2025-004149,OT1473,FCC-347P,Safety valve testing,High,Cancelled,2025-08-31,2025-10-17,,Tech_27,FCC,Instrumentation,Inspection,22576,No,33,Bearing_Failure
WO-2025-004150,OT2115,FCC-131H,Control valve maintenance,High,Open,2025-09-15,2025-11-11,,Tech_19,FCC,Safety_Systems,Preventive,43093,Yes,46,Bearing_Failure
WO-2025-004151,OT1985,HDS-143R,Analyzer calibration,Medium,Completed,2025-09-03,2025-09-25,2025-09-22,Tech_9,HDS,Static_Equipment,Emergency,30859,No,40,Calibration_Drift
WO-2025-004152,OT2418,CCR-914M,Analyzer calibration,Low,On_Hold,2025-09-14,2025-09-30,,Tech_36,CCR,Rotating_Equipment,Inspection,4150,Yes,19,Corrosion
WO-2025-004153,OT0983,CCR-975V,Replace mechanical seal,High,Open,2025-09-19,2025-11-17,,Tech_10,CCR,Piping,Predictive,44035,Yes,9,Seal_Failure
WO-2025-004154,OT1541,HDS-886G,Analyzer calibration,High,Open,2025-09-17,2025-10-21,,Tech_1,HDS,Electrical,Shutdown,30006,No,42,Electrical_Fault
WO-2025-004155,OT0091,ALKYL-757B,Heat exchanger cleaning,Medium,Completed,2025-09-22,2025-10-31,2025-09-23,Tech_12,ALKYL,Static_Equipment,Predictive,10089,No,43,Fatigue
WO-2025-004156,OT1072,CCR-978A,Pump impeller inspection,Critical,Completed,2025-09-01,2025-11-04,2025-09-22,Tech_19,CCR,Civil_Structural,Preventive,48003,Yes,31,Corrosion
WO-2025-004157,OT1458,HDS-602U,Replace mechanical seal,High,Open,2025-09-22,2025-11-19,,Tech_13,HDS,Instrumentation,Emergency,9356,No,27,Vibration
WO-2025-004158,OT1936,CCR-301J,Calibrate pressure transmitter,Critical,Completed,2025-09-16,2025-09-27,2025-09-19,Tech_17,CCR,Piping,Shutdown,19150,No,0,Seal_Failure
WO-2025-004159,OT1694,UTILITIES-478W,Control valve maintenance,Low,In_Progress,2025-09-17,2025-11-06,,Tech_49,UTILITIES,Civil_Structural,Inspection,34833,Yes,40,Calibration_Drift
WO-2025-004160,OT1118,FCC-877R,Calibrate pressure transmitter,Medium,Open,2025-08-27,2025-10-05,,Tech_36,FCC,Piping,Preventive,49753,Yes,8,Vibration
WO-2025-004161,OT0066,UTILITIES-707Z,Piping integrity check,High,Cancelled,2025-09-18,2025-10-05,,Tech_38,UTILITIES,Civil_Structural,Emergency,9962,Yes,20,Overheating
WO-2025-004162,OT2108,FCC-750Z,Electrical panel inspection,High,Cancelled,2025-09-21,2025-10-03,,Tech_26,FCC,Static_Equipment,Emergency,9617,No,7,Bearing_Failure
WO-2025-004163,OT1178,FCC-331T,Electrical panel inspection,High,On_Hold,2025-09-03,2025-11-14,,Tech_19,FCC,Electrical,Preventive,8414,Yes,46,Calibration_Drift
WO-2025-004164,OT0437,TANK_FARM-654X,Safety valve testing,Low,Open,2025-08-27,2025-10-06,,Tech_39,TANK_FARM,Safety_Systems,Emergency,5470,Yes,15,Overheating
WO-2025-004165,OT1980,UTILITIES-918U,Pump impeller inspection,Low,On_Hold,2025-08-29,2025-11-16,,Tech_38,UTILITIES,Piping,Predictive,42066,Yes,32,Wear
WO-2025-004166,OT1529,FCC-348E,Compressor overhaul,Critical,Open,2025-08-25,2025-10-06,,Tech_15,FCC,Civil_Structural,Inspection,21161,Yes,0,Fatigue
WO-2025-004167,OT2407,HDS-719T,Analyzer calibration,Critical,Open,2025-09-12,2025-10-14,,Tech_4,HDS,Rotating_Equipment,Preventive,35384,No,10,Corrosion
WO-2025-004168,OT2302,HDS-115I,Pump impeller inspection,Medium,Cancelled,2025-08-26,2025-10-01,,Tech_13,HDS,Instrumentation,Predictive,44629,Yes,32,Wear
WO-2025-004169,OT1621,ALKYL-729I,Control valve maintenance,Low,Completed,2025-08-31,2025-11-21,2025-09-22,Tech_49,ALKYL,Instrumentation,Preventive,49796,Yes,21,Calibration_Drift
WO-2025-004170,OT0424,FCC-991U,Pump impeller inspection,Critical,Cancelled,2025-09-11,2025-10-26,,Tech_12,FCC,Rotating_Equipment,Corrective,1920,No,35,Seal_Failure
WO-2025-004171,OT1237,FCC-860M,Calibrate pressure transmitter,Low,In_Progress,2025-09-01,2025-11-06,,Tech_31,FCC,Piping,Shutdown,33305,No,40,Seal_Failure
WO-2025-004172,OT0370,ALKYL-859K,Compressor overhaul,High,Open,2025-08-28,2025-11-07,,Tech_44,ALKYL,Civil_Structural,Predictive,8952,No,19,Vibration
WO-2025-004173,OT0734,FCC-1019W,Analyzer calibration,High,Completed,2025-09-19,2025-10-16,2025-09-19,Tech_20,FCC,Piping,Inspection,37692,Yes,25,Seal_Failure
WO-2025-004174,OT1784,UTILITIES-582N,Safety valve testing,Medium,On_Hold,2025-08-28,2025-11-06,,Tech_33,UTILITIES,Rotating_Equipment,Predictive,48785,Yes,11,Wear
WO-2025-004175,OT1395,CCR-1014P,Pump impeller inspection,Low,Cancelled,2025-09-19,2025-11-10,,Tech_46,CCR,Static_Equipment,Preventive,27185,Yes,45,Corrosion
WO-2025-004176,OT1085,UTILITIES-491B,Calibrate pressure transmitter,Medium,On_Hold,2025-09-09,2025-10-30,,Tech_4,UTILITIES,Safety_Systems,Inspection,26834,No,24,Calibration_Drift
WO-2025-004177,OT0649,CCR-750C,Valve actuator repair,Low,Open,2025-09-04,2025-11-15,,Tech_34,CCR,Instrumentation,Inspection,29412,No,18,Bearing_Failure
WO-2025-004178,OT1973,CCR-665C,Control valve maintenance,Medium,On_Hold,2025-09-06,2025-10-30,,Tech_27,CCR,Piping,Emergency,33665,Yes,44,Bearing_Failure
WO-2025-004179,OT2433,UTILITIES-184O,Safety valve testing,Critical,Completed,2025-09-09,2025-11-14,2025-09-19,Tech_39,UTILITIES,Instrumentation,Shutdown,42866,No,36,Calibration_Drift
WO-2025-004180,OT1067,CCR-1077V,Calibrate pressure transmitter,Low,Open,2025-09-05,2025-10-23,,Tech_23,CCR,Electrical,Corrective,29561,Yes,5,Vibration
WO-2025-004181,OT1991,HDS-1088Z,Compressor overhaul,Medium,Completed,2025-09-08,2025-10-12,2025-09-17,Tech_4,HDS,Static_Equipment,Emergency,34199,No,4,Corrosion
WO-2025-004182,OT1186,UTILITIES-762F,Pump impeller inspection,Medium,Completed,2025-09-23,2025-10-16,2025-09-19,Tech_27,UTILITIES,Civil_Structural,Emergency,34319,No,14,Corrosion
WO-2025-004183,OT0494,ALKYL-555K,Motor bearing replacement,High,On_Hold,2025-08-30,2025-10-03,,Tech_49,ALKYL,Rotating_Equipment,Predictive,49733,No,1,Fatigue
WO-2025-004184,OT0478,UTILITIES-1042P,Safety valve testing,Low,Cancelled,2025-09-02,2025-10-11,,Tech_25,UTILITIES,Piping,Shutdown,47904,No,46,Seal_Failure
WO-2025-004185,OT2246,HDS-583E,Piping integrity check,Medium,On_Hold,2025-09-07,2025-11-13,,Tech_44,HDS,Safety_Systems,Preventive,28104,No,5,Corrosion
WO-2025-004186,OT0529,FCC-352T,Heat exchanger cleaning,Low,On_Hold,2025-08-30,2025-10-14,,Tech_30,FCC,Instrumentation,Inspection,23723,No,43,Electrical_Fault
WO-2025-004187,OT1839,ALKYL-956Y,Control valve maintenance,Medium,On_Hold,2025-08-25,2025-11-07,,Tech_17,ALKYL,Instrumentation,Shutdown,47674,Yes,40,Corrosion
WO-2025-004188,OT1618,HDS-686N,Analyzer calibration,Critical,Open,2025-09-14,2025-09-24,,Tech_25,HDS,Piping,Shutdown,29107,No,12,Vibration
WO-2025-004189,OT0997,UTILITIES-1097X,Electrical panel inspection,Medium,Completed,2025-09-12,2025-10-20,2025-09-18,Tech_29,UTILITIES,Rotating_Equipment,Shutdown,38234,No,41,Calibration_Drift
WO-2025-004190,OT0005,HDS-835K,Heat exchanger cleaning,High,Open,2025-09-05,2025-10-22,,Tech_46,HDS,Static_Equipment,Shutdown,8726,No,23,Vibration
WO-2025-004191,OT2060,TANK_FARM-1009J,Safety valve testing,Medium,Open,2025-09-03,2025-10-13,,Tech_1,TANK_FARM,Instrumentation,Corrective,20004,No,47,Seal_Failure
WO-2025-004192,OT1245,HDS-257N,Calibrate pressure transmitter,High,On_Hold,2025-08-26,2025-10-24,,Tech_17,HDS,Rotating_Equipment,Emergency,43554,Yes,16,Bearing_Failure
WO-2025-004193,OT1503,UTILITIES-322E,Control valve maintenance,Medium,Completed,2025-09-13,2025-10-25,2025-09-20,Tech_13,UTILITIES,Instrumentation,Preventive,50695,No,5,Vibration
WO-2025-004194,OT0927,ALKYL-207O,Control valve maintenance,Medium,Completed,2025-08-27,2025-10-26,2025-09-18,Tech_21,ALKYL,Instrumentation,Emergency,14480,No,11,Bearing_Failure
